disasterNumber,damagedCity,damagedStateAbbreviation,damagedZipCode,householdComposition,grossIncome,specialNeeds,ownRent,residenceType,homeOwnersInsurance,floodInsurance,inspected,rpfvl,habitabilityRepairsRequired,destroyed,waterLevel,highWaterLocation,floodDamage,foundationDamage,foundationDamageAmount,roofDamage,roofDamageAmount,tsaEligible,tsaCheckedIn,rentalAssistanceEligible,rentalAssistanceAmount,repairAssistanceEligible,repairAmount,replacementAssistanceEligible,replacementAmount,sbaEligible,renterDamageLevel,rentalAssistanceEndDate,rentalResourceCity,rentalResourceStateAbbreviation,rentalResourceZipCode,primaryResidence,personalPropertyEligible,ppfvl,censusBlockId,id,censusYear
4337,MELBOURNE,FL,32901.0,2,47500.0,0,Owner,House/Duplex,1,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120090647004017.0,0d0723aa-006e-4f3c-9af7-92639b9aae50,2010.0
4586,GARLAND,TX,75043.0,1,15420.0,1,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,481130181112012.0,706a5e44-20b3-4c65-b120-96e5cc3fee88,2020.0
4337,DELAND,FL,32720.0,1,36672.0,0,Owner,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,341.7,121270902042029.0,f7ab7484-215d-492c-950d-138001c15412,2010.0
4339,BAYAMON,PR,961.0,1,,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,1086.14,720210311232007.0,bc212ae3-9a89-4a94-9a6e-9be9d35ce1a4,2010.0
4611,GARYVILLE,LA,70051.0,1,,0,Renter,Mobile Home,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,1,1061.0,0,,0,,0,,,,,,1.0,0,0.0,220950706002005.0,b079e1b8-8f1c-4995-b0d6-a4e9a1bda68e,2020.0
4332,PASADENA,TX,77502.0,6,82960.0,0,Owner,House/Duplex,1,0,1,36116.75,1.0,0,24.0,,1,0,,0,,1,0,1,5829.0,1,33300.0,0,,0,,,,,,1.0,1,3560.8,482013216004004.0,0d6a8820-586d-42ae-8495-931ef53632ef,2010.0
4337,JACKSONVILLE,FL,32218.0,1,17000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,1,969.0,0,,0,,0,,,,,,1.0,0,,120310103042008.0,d76b4c1a-c014-49ab-9570-5c717a1545b6,2010.0
4393,SOUTHPORT,NC,28461.0,1,46000.0,0,Owner,House/Duplex,1,1,1,133.5,0.0,0,24.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,370190202043070.0,bc909e53-9fc4-47ab-bddd-66736365a457,2010.0
4337,PALATKA,FL,32177.0,2,,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,121079508004051.0,6accdc44-359c-482d-ae60-9ee8c9d4fdc4,2010.0
4339,YAUCO,PR,698.0,2,6396.0,0,Renter,House/Duplex,0,0,1,,1.0,0,0.0,,0,0,,0,,0,0,1,748.0,0,,0,,0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,1,3840.81,721537501021002.0,c5f25a1b-c9c0-448e-a9d2-837ea0d58445,2010.0
4337,WEST PALM BEACH,FL,33407.0,4,64000.0,0,Renter,Other,0,0,0,,,0,,,0,0,,0,,0,0,1,1370.0,0,,0,,0,,,,,,1.0,0,,120990019042002.0,f45cc065-8f63-41ba-9759-1e7ab8da44bf,2010.0
4337,LARGO,FL,33778.0,4,33618.0,0,Owner,House/Duplex,1,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,121030253071019.0,dc4b0c90-b0ba-4a1a-a76f-8d98a5157a02,2010.0
4337,LEHIGH ACRES,FL,33974.0,5,40000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120710403141047.0,b072a799-a7f1-4b8b-b4ac-edff09f8b509,2010.0
4337,OCKLAWAHA,FL,32179.0,2,32544.0,0,Owner,Travel Trailer,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120830006024025.0,ea5b11db-afc8-4e4e-a99b-d10c59e631b1,2010.0
4337,OLDSMAR,FL,34677.0,2,,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,121030273202005.0,406bf631-34b2-404b-9b6f-55caeae94173,2010.0
4332,PEARLAND,TX,77089.0,4,116000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,482015415002006.0,ca0d06c4-5804-4b8d-919b-504838b18fa8,2010.0
4559,ALEXANDRIA,LA,71303.0,1,1500.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220790123022005.0,2a2b0959-e826-4b11-8d8f-9463b15f3876,2020.0
4337,MIAMI BEACH,FL,33141.0,3,67600.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120860039153001.0,6f1add95-5142-49d2-9a66-d3314d45766a,2010.0
4337,MIAMI,FL,33165.0,1,0.0,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120860088043005.0,49db6a71-226d-431e-b47b-031c850a9899,2010.0
4339,JUANA DIAZ,PR,795.0,2,21060.0,0,Owner,House/Duplex,0,0,1,1523.98,0.0,0,0.0,,0,0,,1,224.0,1,0,0,,0,,0,,1,,,,,,1.0,0,0.0,720757109021013.0,8c27c73b-4a7e-46bc-9d3a-983d50c324dc,2010.0
4339,JUANA DIAZ,PR,795.0,1,35000.0,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,720757104001003.0,5bd94127-62e3-43d4-924f-44a039c4791c,2010.0
4339,SALINAS,PR,751.0,1,4752.0,0,Owner,House/Duplex,0,0,1,137.25,0.0,0,0.0,,0,0,,1,137.25,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,721239528003003.0,1fd53211-0e26-48af-9407-7d63e4836dbb,2010.0
4337,JACKSONVILLE,FL,32208.0,1,1558.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,1,0,1,969.0,0,,0,,0,,,,,,1.0,0,,120310111002031.0,dfd5f2e5-916f-41ee-91aa-8b0562110779,2010.0
4339,PONCE,PR,730.0,1,,0,Owner,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,1,454.95,721130729004031.0,fb954c30-e190-42b4-874d-03078c6b5768,2010.0
4332,DEER PARK,TX,77536.0,1,,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,482013425002034.0,219352ab-a85d-4901-954d-eed9ebbae884,2010.0
4611,VACHERIE,LA,70090.0,1,30000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220930407003034.0,26cecac3-5661-46ec-9d03-4cc413bf07c0,2020.0
4339,GUAYAMA,PR,784.0,4,7872.0,0,Owner,House/Duplex,0,0,1,4169.58,1.0,0,0.0,,0,1,184.16,1,2798.1,1,0,0,,1,4169.58,0,,0,,,,,,1.0,1,1150.61,720572701003022.0,482935c9-c4f0-4a81-9a9a-15d54840bea5,2010.0
4337,LAKE PLACID,FL,33852.0,1,25200.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120559615004042.0,c1bb73ad-fe6b-4042-b18e-b47a1fe87e5f,2010.0
4332,HOUSTON,TX,77002.0,1,,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,482014106002005.0,d1ee7e10-0a24-463b-b139-49529695f6be,2010.0
4339,HUMACAO,PR,791.0,3,4800.0,0,Renter,Apartment,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,1,2210.29,720691807003011.0,70922e45-e868-4be0-a562-c2832b88582c,2010.0
4611,CUT OFF,LA,70345.0,2,100000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220570211023038.0,ce5f00fe-911c-4008-8b75-cc10cc14d330,2020.0
4337,ORLANDO,FL,32826.0,5,,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120950165071000.0,4b93ba15-7aa5-4e09-bc0a-331d9a8e8b32,2010.0
4332,HOUSTON,TX,77083.0,11,18000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,481576726021009.0,25991026-29d6-49af-96f7-e4760f35a38f,2010.0
4586,HOUSTON,TX,77078.0,2,15290.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,482012313002005.0,fb827337-d757-4d34-825b-d0f6e4e48c96,2020.0
4586,HOUSTON,TX,77090.0,3,,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,,68e57068-55d6-4c78-becf-68415157b6ea,
4337,MIAMI GARDENS,FL,33054.0,5,22200.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120860005013017.0,c5a48147-95e5-48b0-8533-ee2e0361d2a9,2010.0
4337,LABELLE,FL,33935.0,5,30000.0,0,Owner,Mobile Home,1,0,1,499.5,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120430002002251.0,bf20dfa7-dea0-4ad5-b575-94bc41b162a5,2010.0
4339,SAN JUAN,PR,918.0,1,95000.0,0,Owner,Condo,1,0,0,,,0,,,0,0,,0,,1,0,1,553.0,0,,0,,0,,,,,,1.0,0,,721270105003001.0,c2ab3a3a-4697-4112-a873-3eb254300812,2010.0
4337,HIALEAH,FL,33013.0,2,,0,Renter,Apartment,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120860008061016.0,9b06c2e0-64a6-4437-a2e7-32e3c2c4eba6,2010.0
4586,IRVING,TX,75062.0,2,,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,481130141472000.0,a8281aae-5c71-4a45-a947-c0ab25b86b0b,2020.0
4337,MIAMI,FL,33135.0,2,25000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,1,1295.0,0,,0,,0,,,,,,1.0,0,,120860054102003.0,4a25bb4a-e3d1-4b53-96b1-4ca36740dcb1,2010.0
4339,GURABO,PR,778.0,4,22752.0,0,Owner,House/Duplex,0,0,1,87.84,0.0,0,0.0,,0,0,,1,87.84,1,0,0,,0,,0,,0,,,,,,1.0,1,974.98,720632103001018.0,4dd7a548-1365-450a-ab1c-c911a1e4f592,2010.0
4399,WEWAHITCHKA,FL,32465.0,6,55000.0,0,Renter,Mobile Home,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120459601004074.0,514e2354-c998-49a6-be60-f328c80a60c5,2010.0
4611,PARADIS,LA,70080.0,1,9600.0,0,Renter,Mobile Home,0,0,1,,,0,0.0,,0,0,,0,,0,0,1,1061.0,0,,0,,0,,,,,,1.0,0,0.0,220890632004003.0,ea490d8e-0f95-44a2-9043-7c1634bea2aa,2020.0
4339,HUMACAO,PR,791.0,1,3636.0,0,Renter,Condo,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,720691806002020.0,8915c9ec-00c7-4d09-a7ed-2c7f5a8f4fd5,2010.0
4399,WEWAHITCHKA,FL,32465.0,5,,0,Owner,House/Duplex,0,0,1,4576.1,1.0,0,0.0,,0,0,,1,2980.0,0,0,0,,1,4576.1,0,,0,,,,,,1.0,0,0.0,120459601002123.0,008126f2-5a32-415a-bd5c-aeee3eb018e5,2010.0
4332,PORT ARTHUR,TX,77642.0,4,21000.0,0,Owner,House/Duplex,1,0,1,8791.78,1.0,0,15.0,,1,0,,0,,1,0,1,2202.0,1,8653.13,0,,0,,,,,,1.0,1,1957.59,482450101001010.0,59e27f07-3017-4feb-9e3b-2025a7778e7f,2010.0
4337,ZEPHYRHILLS,FL,33540.0,1,30000.0,0,Renter,Mobile Home,0,0,0,,,0,,,0,0,,0,,1,0,1,1014.0,0,,0,,0,,,,,,1.0,0,,121010331022034.0,6a44f9a6-e237-4434-bd64-4fdda53c6e8d,2010.0
4339,SANTA ISABEL,PR,757.0,5,1400.0,1,Renter,Apartment,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,1,1681.32,,d8445e81-8973-412f-9c8d-668319c7b95b,
4337,MIAMI,FL,33186.0,1,45000.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120860190003010.0,61497163-3207-494e-a6cf-42d8033f451f,2010.0
4611,NEW ORLEANS,LA,70130.0,1,,0,Owner,Other,0,1,1,0.0,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,220710134002045.0,da1da4d5-13d3-4a7a-9da9-3ad659ff9a45,2020.0
4337,POLK CITY,FL,33868.0,1,35000.0,0,Owner,Other,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,121050116051043.0,3896f115-d9fa-4f1f-816d-ecf3a205aaf5,2010.0
4337,DELTONA,FL,32725.0,1,5000.0,0,Renter,Apartment,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,121270910162004.0,5a4f1057-3815-4fc8-bc2d-6da5fc508906,2010.0
4332,KIRBYVILLE,TX,75956.0,2,33000.0,0,Owner,Mobile Home,1,0,1,22718.84,1.0,0,19.0,,1,0,,0,,1,0,1,1596.0,1,2653.68,0,,1,,,,,,1.0,0,1465.48,482419506001012.0,6972a53d-6a4e-45ee-b277-8930bc025df4,2010.0
4337,WEIRSDALE,FL,32195.0,4,15000.0,0,Owner,Mobile Home,0,0,0,,,0,,,0,0,,0,,0,0,1,820.0,0,,0,,0,,,,,,1.0,0,,120830007023019.0,f47a55d5-e9e7-4d24-b438-6846f6910523,2010.0
4337,JACKSONVILLE,FL,32224.0,4,19164.0,0,Renter,Apartment,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120310144082000.0,1998c740-985a-4e84-9c6f-8b17e4973a18,2010.0
4393,KINSTON,NC,28501.0,3,11200.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,1,526.92,371070105002022.0,6e1b3075-0eb1-4208-9900-b556f5a71008,2010.0
4611,CHAUVIN,LA,70344.0,2,31824.0,0,Owner,House/Duplex,1,0,1,1734.32,1.0,0,0.0,,0,0,,0,,0,0,0,,1,1734.32,0,,0,,,,,,1.0,0,0.0,221090012023015.0,ab500441-b7d2-4e0b-8b2e-6f16d118d601,2020.0
4337,FORT MYERS,FL,33905.0,1,1500.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120710401101006.0,3b10a11f-4ece-4072-a3a1-511936bf8934,2010.0
4337,MULBERRY,FL,33860.0,4,43000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,121050149013049.0,c41c0bd2-af0e-47fe-a98b-6967fc7e1a61,2010.0
4337,HIALEAH,FL,33016.0,5,50000.0,0,Renter,Apartment,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120860135002003.0,a7c63268-1253-4b5f-bfb6-bd2401cd26ea,2010.0
4611,NEW ORLEANS,LA,70118.0,1,11804.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220710132002005.0,3aeff252-b2eb-4cb1-bc5a-b93eace7e948,2020.0
4337,FORT MYERS,FL,33919.0,4,0.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120710009003028.0,7252ad90-30dc-49bb-b9b8-a3e40c36e0e9,2010.0
4611,CHALMETTE,LA,70043.0,1,12000.0,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,220870306021003.0,c85ff6ce-acf1-4547-9b98-cb0de17e5522,2020.0
4339,SAN SEBASTIAN,PR,685.0,2,9012.0,0,Owner,Other,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,721310092002026.0,eecb5e1f-f6bf-4ac1-827f-0ebb2dfec414,2010.0
4332,SILSBEE,TX,77656.0,2,,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,481990307003017.0,038a1158-bea8-4c0e-b634-bacf66d5f551,2010.0
4332,LUMBERTON,TX,77657.0,1,20000.0,0,Renter,House/Duplex,0,0,1,,0.0,0,44.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,481990306001001.0,034bc495-706d-4a33-a99e-a145ba5b644c,2010.0
4611,KENNER,LA,70062.0,1,107190.0,0,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220510283002026.0,55dcc020-4fe1-4ed1-bc77-f106d5b5c98d,2020.0
4337,JACKSONVILLE,FL,32277.0,1,8000.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,1,0,1,969.0,0,,0,,0,,,,,,1.0,0,,120310149013011.0,d963f03c-0799-485f-8da1-c245e7ac3713,2010.0
4611,KENNER,LA,70065.0,3,73000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220510205182013.0,16be7663-de94-4149-b3cd-5b776446d41c,2020.0
4339,MAYAGUEZ,PR,682.0,1,10000.0,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,720970821042000.0,a28d2f55-b210-4072-a481-2bef967c154a,2010.0
4339,SAN ANTONIO,PR,690.0,2,16200.0,0,Owner,House/Duplex,1,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,219.0,720054001003013.0,a4e9650c-1a6f-449d-b4b0-036be3d26ede,2010.0
4339,RIO GRANDE,PR,745.0,1,10000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,721191302001028.0,19c3c901-75c8-42ce-a399-8f9f6b5b6363,2010.0
4337,MIAMI,FL,33135.0,4,50000.0,0,Owner,Townhouse,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120860054102005.0,18039976-e098-4eb9-9273-6c0886d7b20e,2010.0
4337,NAPLES,FL,34108.0,1,,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120210102051003.0,ab0930ad-fbdb-4a6a-aabd-539c413c7a18,2010.0
4337,MIAMI,FL,33156.0,5,,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120860084094036.0,9448c684-962b-42cf-9795-6490700ce66e,2010.0
4332,HOUSTON,TX,77053.0,1,15120.0,0,Owner,House/Duplex,0,0,1,1334.4,0.0,0,1.0,,1,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,481576702004008.0,7016e552-e652-4331-acdb-98176e1884f0,2010.0
4337,DELTONA,FL,32725.0,4,22000.0,0,Renter,Condo,0,0,0,,,0,,,0,0,,0,,0,0,1,959.0,0,,0,,0,,,,,,1.0,0,,121270910293041.0,91c5ccfb-912f-4055-b08f-f0aab1df936e,2010.0
4611,BURAS,LA,70041.0,1,20000.0,0,Owner,Mobile Home,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,0.0,0,,220750506001039.0,80cc4fb3-2b71-4a4b-90db-31c179e71988,2020.0
4337,MIAMI,FL,33183.0,1,,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120860169001003.0,551c8086-3861-4231-a5ef-241894082aa4,2010.0
4337,TAMPA,FL,33604.0,1,8600.0,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120570016003014.0,b444f069-c371-4c42-9e1b-42c4b09f643a,2010.0
4337,PEMBROKE PINES,FL,33025.0,2,20160.0,0,Renter,Apartment,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120110702081004.0,4481b157-d5e3-4c37-9545-045a4e3a8463,2010.0
4337,SOUTH BAY,FL,33493.0,1,32500.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120990083021093.0,59149147-7e29-4d98-8d7c-1812e87220b3,2010.0
4586,LONGVIEW,TX,75605.0,2,17360.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,481830004011028.0,8c767866-b565-4c49-b27d-8d3a0b7594a8,2020.0
4611,HARVEY,LA,70058.0,4,24000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220510263002018.0,06c88bc5-bb30-4b8e-9df9-345f81f80ebc,2020.0
4337,ALACHUA,FL,32615.0,2,,0,Owner,House/Duplex,1,0,1,1665.0,0.0,0,2.0,,1,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,341.7,120010018015058.0,547a8768-a09d-42ff-a16b-e101dff43d9c,2010.0
4611,BATON ROUGE,LA,70805.0,3,22000.0,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,220330004001015.0,399efcdf-eb94-4fdc-8e32-2e602da1aea5,2020.0
4339,BARCELONETA,PR,617.0,1,12000.0,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,720175901002008.0,5eabdc87-7bc2-4fab-ac31-e3cd0c365839,2010.0
4332,BAYTOWN,TX,77521.0,1,6000.0,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,0.0,0,,482012532005000.0,20b0b5ff-34bc-4c11-ac05-fad357dd9f36,2010.0
4337,MIAMI,FL,33157.0,5,,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120860203001022.0,0031eef6-1a01-4c1e-9c55-eb7c2918babf,2010.0
4611,BELLE CHASSE,LA,70037.0,5,,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,1,1061.0,0,,0,,1,,,,,,1.0,0,0.0,220750502022018.0,a4347ca9-96e2-49f9-a6a9-dfed671f2f37,2020.0
4399,MARIANNA,FL,32446.0,2,18000.0,0,Owner,House/Duplex,1,0,1,82.56,0.0,0,0.0,,0,0,,1,82.56,0,0,0,,0,,0,,0,,,,,,1.0,0,484.99,120632107003028.0,4a82ef2e-c16f-404f-b037-e1ade5fe7e50,2010.0
4339,ANASCO,PR,610.0,5,60000.0,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,720118103001007.0,fd3e3b02-f426-41e8-8b86-7dbced21825b,2010.0
4611,NEW ORLEANS,LA,70116.0,1,1849.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,1,0,1,1061.0,0,,0,,0,,,,,,1.0,0,,220710044022011.0,520b10ea-ce3c-4aba-ab4e-23371421acb7,2020.0
4337,COCOA,FL,32922.0,2,100000.0,0,Owner,House/Duplex,1,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120090715001018.0,50461e80-d537-4d69-87b7-8f29c40e66f6,2010.0
4586,CORPUS CHRISTI,TX,78412.0,5,22048.0,0,Owner,House/Duplex,0,0,1,3670.12,1.0,0,0.0,,0,0,,0,,0,0,1,3404.0,0,,0,,0,,,,,,1.0,1,2845.62,483550027031007.0,fd871152-87b8-4f96-bf23-c3e0e5a4af49,2020.0
4337,NORTH MIAMI,FL,33161.0,1,56403.0,0,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120860002181005.0,6eccf6ef-ff88-4f1b-a43a-7ab5f433d1bc,2010.0
4611,MANDEVILLE,LA,70471.0,6,215000.0,0,Owner,House/Duplex,1,1,1,0.0,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,221030403044007.0,8065c228-a900-4e63-afb8-4ca2ef9bb590,2020.0
4337,MIAMI,FL,33144.0,1,25000.0,0,Renter,Apartment,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120860058022020.0,236d1bf7-b9e7-4353-a0d1-80cf2483ca0d,2010.0
4339,MAYAGUEZ,PR,682.0,1,,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,720970821023008.0,b468b5df-d725-4b74-a702-24ab48c6e226,2010.0
4586,VICTORIA,TX,77905.0,5,56000.0,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,484690014021013.0,c6745796-e98f-4e09-a654-d72750f62faa,2020.0
4332,HOUSTON,TX,77043.0,5,75000.0,0,Renter,Townhouse,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,482015402001035.0,661ae74a-3d9c-4b6d-b4ba-85ee6c77eb3e,2010.0
4339,BAYAMON,PR,957.0,4,33072.0,0,Owner,House/Duplex,1,1,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,720210310311010.0,32b1e103-7ef3-4982-8b3c-988b15f9fc92,2010.0
4337,SARASOTA,FL,34232.0,3,70000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,1,1063.0,0,,0,,0,,,,,,1.0,0,,121150015051001.0,1411a194-cdc6-42ff-9b02-aa48dd98ad08,2010.0
4611,NEW ORLEANS,LA,70117.0,2,13188.0,0,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220710020001007.0,d41adff5-21ba-4acd-a467-1d5a88086500,2020.0
